Sport,Discipline,Code,Year,EventCount,is_demo,status_code
Handball,Indoor,HBL,2008,2,0,official
Handball,Indoor,HBL,2012,2,0,official
Handball,Indoor,HBL,2016,2,0,official
Handball,Indoor,HBL,2020,2,0,official
Handball,Indoor,HBL,2024,2,0,official
Ice Hockey,Ice Hockey,IHO,1896,0,0,official
Ice Hockey,Ice Hockey,IHO,1900,0,0,official
Ice Hockey,Ice Hockey,IHO,1904,0,0,official
Ice Hockey,Ice Hockey,IHO,1908,0,0,official
Ice Hockey,Ice Hockey,IHO,1912,0,0,official
Ice Hockey,Ice Hockey,IHO,1920,1,0,official
Ice Hockey,Ice Hockey,IHO,1924,0,0,winter_transfer
Ice Hockey,Ice Hockey,IHO,1928,0,0,official
Ice Hockey,Ice Hockey,IHO,1932,0,0,official
Ice Hockey,Ice Hockey,IHO,1936,0,0,official
Ice Hockey,Ice Hockey,IHO,1948,0,0,official
Ice Hockey,Ice Hockey,IHO,1952,0,0,official
Ice Hockey,Ice Hockey,IHO,1956,0,0,official
Ice Hockey,Ice Hockey,IHO,1960,0,0,official
Ice Hockey,Ice Hockey,IHO,1964,0,0,official
Ice Hockey,Ice Hockey,IHO,1968,0,0,official
Ice Hockey,Ice Hockey,IHO,1972,0,0,official
Ice Hockey,Ice Hockey,IHO,1976,0,0,official
Ice Hockey,Ice Hockey,IHO,1980,0,0,official
Ice Hockey,Ice Hockey,IHO,1984,0,0,official
Ice Hockey,Ice Hockey,IHO,1988,0,0,official
Ice Hockey,Ice Hockey,IHO,1992,0,0,official
Ice Hockey,Ice Hockey,IHO,1996,0,0,official
Ice Hockey,Ice Hockey,IHO,2000,0,0,official
Ice Hockey,Ice Hockey,IHO,2004,0,0,official
Ice Hockey,Ice Hockey,IHO,2008,0,0,official
Ice Hockey,Ice Hockey,IHO,2012,0,0,official
Ice Hockey,Ice Hockey,IHO,2016,0,0,official
Ice Hockey,Ice Hockey,IHO,2020,0,0,official
Ice Hockey,Ice Hockey,IHO,2024,0,0,official
Jeu de Paume,Jeu de Paume,??0,1896,0,0,official
Jeu de Paume,Jeu de Paume,??0,1900,0,0,official
Jeu de Paume,Jeu de Paume,??0,1904,1,0,official
Jeu de Paume,Jeu de Paume,??0,1908,0,0,official
Jeu de Paume,Jeu de Paume,??0,1912,0,0,official
Jeu de Paume,Jeu de Paume,??0,1920,0,0,official
Jeu de Paume,Jeu de Paume,??0,1924,0,0,official
Jeu de Paume,Jeu de Paume,??0,1928,0,0,official
Jeu de Paume,Jeu de Paume,??0,1932,0,0,official
Jeu de Paume,Jeu de Paume,??0,1936,0,0,official
Jeu de Paume,Jeu de Paume,??0,1948,0,0,official
Jeu de Paume,Jeu de Paume,??0,1952,0,0,official
Jeu de Paume,Jeu de Paume,??0,1956,0,0,official
Jeu de Paume,Jeu de Paume,??0,1960,0,0,official
Jeu de Paume,Jeu de Paume,??0,1964,0,0,official
Jeu de Paume,Jeu de Paume,??0,1968,0,0,official
Jeu de Paume,Jeu de Paume,??0,1972,0,0,official
Jeu de Paume,Jeu de Paume,??0,1976,0,0,official
Jeu de Paume,Jeu de Paume,??0,1980,0,0,official
Jeu de Paume,Jeu de Paume,??0,1984,0,0,official
Jeu de Paume,Jeu de Paume,??0,1988,0,0,official
Jeu de Paume,Jeu de Paume,??0,1992,0,0,official
Jeu de Paume,Jeu de Paume,??0,1996,0,0,official
Jeu de Paume,Jeu de Paume,??0,2000,0,0,official
Jeu de Paume,Jeu de Paume,??0,2004,0,0,official
Jeu de Paume,Jeu de Paume,??0,2008,0,0,official
Jeu de Paume,Jeu de Paume,??0,2012,0,0,official
Jeu de Paume,Jeu de Paume,??0,2016,0,0,official
Jeu de Paume,Jeu de Paume,??0,2020,0,0,official
Jeu de Paume,Jeu de Paume,??0,2024,0,0,official
Judo,Judo,JUD,1896,0,0,official
Judo,Judo,JUD,1900,0,0,official
Judo,Judo,JUD,1904,0,0,official
Judo,Judo,JUD,1908,0,0,official
Judo,Judo,JUD,1912,0,0,official
Judo,Judo,JUD,1920,0,0,official
Judo,Judo,JUD,1924,0,0,official
Judo,Judo,JUD,1928,0,0,official
Judo,Judo,JUD,1932,0,0,official
Judo,Judo,JUD,1936,0,0,official
Judo,Judo,JUD,1948,0,0,official
Judo,Judo,JUD,1952,0,0,official
Judo,Judo,JUD,1956,0,0,official
Judo,Judo,JUD,1960,0,0,official
Judo,Judo,JUD,1964,4,0,official
Judo,Judo,JUD,1968,0,0,official
Judo,Judo,JUD,1972,6,0,official
Judo,Judo,JUD,1976,6,0,official
Judo,Judo,JUD,1980,8,0,official
Judo,Judo,JUD,1984,8,0,official
Judo,Judo,JUD,1988,7,0,official
Judo,Judo,JUD,1992,14,0,official
Judo,Judo,JUD,1996,14,0,official
Judo,Judo,JUD,2000,14,0,official
Judo,Judo,JUD,2004,14,0,official
Judo,Judo,JUD,2008,14,0,official
Judo,Judo,JUD,2012,14,0,official
Judo,Judo,JUD,2016,14,0,official
Judo,Judo,JUD,2020,15,0,official
Judo,Judo,JUD,2024,15,0,official
Karate,Karate,KTE,1896,0,0,official
Karate,Karate,KTE,1900,0,0,official
Karate,Karate,KTE,1904,0,0,official
Karate,Karate,KTE,1908,0,0,official
Karate,Karate,KTE,1912,0,0,official
Karate,Karate,KTE,1920,0,0,official
Karate,Karate,KTE,1924,0,0,official
Karate,Karate,KTE,1928,0,0,official
Karate,Karate,KTE,1932,0,0,official
Karate,Karate,KTE,1936,0,0,official
Karate,Karate,KTE,1948,0,0,official
Karate,Karate,KTE,1952,0,0,official
Karate,Karate,KTE,1956,0,0,official
Karate,Karate,KTE,1960,0,0,official
Karate,Karate,KTE,1964,0,0,official
Karate,Karate,KTE,1968,0,0,official
Karate,Karate,KTE,1972,0,0,official
Karate,Karate,KTE,1976,0,0,official
Karate,Karate,KTE,1980,0,0,official
Karate,Karate,KTE,1984,0,0,official
Karate,Karate,KTE,1988,0,0,official
Karate,Karate,KTE,1992,0,0,official
Karate,Karate,KTE,1996,0,0,official
Karate,Karate,KTE,2000,0,0,official
Karate,Karate,KTE,2004,0,0,official
Karate,Karate,KTE,2008,0,0,official
Karate,Karate,KTE,2012,0,0,official
Karate,Karate,KTE,2016,0,0,official
Karate,Karate,KTE,2020,8,0,official
Karate,Karate,KTE,2024,0,0,official
Lacrosse,Field,LAX,1896,0,0,official
Lacrosse,Field,LAX,1900,0,0,official
Lacrosse,Field,LAX,1904,1,0,official
Lacrosse,Field,LAX,1908,1,0,official
Lacrosse,Field,LAX,1912,0,0,official
Lacrosse,Field,LAX,1920,0,0,official
Lacrosse,Field,LAX,1924,0,0,official
Lacrosse,Field,LAX,1928,0,1,demo
Lacrosse,Field,LAX,1932,0,1,demo
Lacrosse,Field,LAX,1936,0,0,official
Lacrosse,Field,LAX,1948,0,0,official
Lacrosse,Field,LAX,1952,0,0,official
Lacrosse,Field,LAX,1956,0,0,official
Lacrosse,Field,LAX,1960,0,0,official
Lacrosse,Field,LAX,1964,0,0,official
Lacrosse,Field,LAX,1968,0,0,official
Lacrosse,Field,LAX,1972,0,0,official
Lacrosse,Field,LAX,1976,0,0,official
Lacrosse,Field,LAX,1980,0,0,official
Lacrosse,Field,LAX,1984,0,0,official
Lacrosse,Field,LAX,1988,0,0,official
Lacrosse,Field,LAX,1992,0,0,official
Lacrosse,Field,LAX,1996,0,0,official
Lacrosse,Field,LAX,2000,0,0,official
Lacrosse,Field,LAX,2004,0,0,official
Lacrosse,Field,LAX,2008,0,0,official
Lacrosse,Field,LAX,2012,0,0,official
Lacrosse,Field,LAX,2016,0,0,official
Lacrosse,Field,LAX,2020,0,0,official
Lacrosse,Field,LAX,2024,0,0,official
Lacrosse,Sixes,LAX,1896,0,0,official
Lacrosse,Sixes,LAX,1900,0,0,official
Lacrosse,Sixes,LAX,1904,0,0,official
Lacrosse,Sixes,LAX,1908,0,0,official
Lacrosse,Sixes,LAX,1912,0,0,official
Lacrosse,Sixes,LAX,1920,0,0,official
Lacrosse,Sixes,LAX,1924,0,0,official
Lacrosse,Sixes,LAX,1928,0,0,official
Lacrosse,Sixes,LAX,1932,0,0,official
Lacrosse,Sixes,LAX,1936,0,0,official
Lacrosse,Sixes,LAX,1948,0,0,official
Lacrosse,Sixes,LAX,1952,0,0,official
Lacrosse,Sixes,LAX,1956,0,0,official
Lacrosse,Sixes,LAX,1960,0,0,official
Lacrosse,Sixes,LAX,1964,0,0,official
Lacrosse,Sixes,LAX,1968,0,0,official
Lacrosse,Sixes,LAX,1972,0,0,official
Lacrosse,Sixes,LAX,1976,0,0,official
Lacrosse,Sixes,LAX,1980,0,0,official
Lacrosse,Sixes,LAX,1984,0,0,official
Lacrosse,Sixes,LAX,1988,0,0,official
Lacrosse,Sixes,LAX,1992,0,0,official
Lacrosse,Sixes,LAX,1996,0,0,official
Lacrosse,Sixes,LAX,2000,0,0,official
Lacrosse,Sixes,LAX,2004,0,0,official
Lacrosse,Sixes,LAX,2008,0,0,official
Lacrosse,Sixes,LAX,2012,0,0,official
Lacrosse,Sixes,LAX,2016,0,0,official
Lacrosse,Sixes,LAX,2020,0,0,official
Lacrosse,Sixes,LAX,2024,0,0,official
Modern Pentathlon,,MPN,1896,0,0,official
Modern Pentathlon,,MPN,1900,0,0,official
Modern Pentathlon,,MPN,1904,0,0,official
Modern Pentathlon,,MPN,1908,0,0,official
Modern Pentathlon,,MPN,1912,1,0,official
Modern Pentathlon,,MPN,1920,1,0,official
Modern Pentathlon,,MPN,1924,1,0,official
Modern Pentathlon,,MPN,1928,1,0,official
Modern Pentathlon,,MPN,1932,1,0,official
Modern Pentathlon,,MPN,1936,1,0,official
Modern Pentathlon,,MPN,1948,1,0,official
Modern Pentathlon,,MPN,1952,2,0,official
Modern Pentathlon,,MPN,1956,2,0,official
Modern Pentathlon,,MPN,1960,2,0,official
Modern Pentathlon,,MPN,1964,2,0,official
Modern Pentathlon,,MPN,1968,2,0,official
Modern Pentathlon,,MPN,1972,2,0,official
Modern Pentathlon,,MPN,1976,2,0,official
Modern Pentathlon,,MPN,1980,2,0,official
Modern Pentathlon,,MPN,1984,2,0,official
Modern Pentathlon,,MPN,1988,2,0,official
Modern Pentathlon,,MPN,1992,2,0,official
Modern Pentathlon,,MPN,1996,1,0,official
Modern Pentathlon,,MPN,2000,2,0,official
Modern Pentathlon,,MPN,2004,2,0,official
Modern Pentathlon,,MPN,2008,2,0,official
Modern Pentathlon,,MPN,2012,2,0,official
Modern Pentathlon,,MPN,2016,2,0,official
Modern Pentathlon,,MPN,2020,2,0,official
Modern Pentathlon,,MPN,2024,2,0,official
Polo,Polo,POL,1896,0,0,official
Polo,Polo,POL,1900,1,0,official
Polo,Polo,POL,1904,0,0,official
Polo,Polo,POL,1908,1,0,official
Polo,Polo,POL,1912,0,0,official
Polo,Polo,POL,1920,1,0,official
Polo,Polo,POL,1924,1,0,official
Polo,Polo,POL,1928,0,0,official
Polo,Polo,POL,1932,0,0,official
Polo,Polo,POL,1936,1,0,official
Polo,Polo,POL,1948,0,0,official
Polo,Polo,POL,1952,0,0,official
Polo,Polo,POL,1956,0,0,official
Polo,Polo,POL,1960,0,0,official
Polo,Polo,POL,1964,0,0,official
Polo,Polo,POL,1968,0,0,official
Polo,Polo,POL,1972,0,0,official
Polo,Polo,POL,1976,0,0,official
Polo,Polo,POL,1980,0,0,official
Polo,Polo,POL,1984,0,0,official
Polo,Polo,POL,1988,0,0,official
Polo,Polo,POL,1992,0,0,official
Polo,Polo,POL,1996,0,0,official
Polo,Polo,POL,2000,0,0,official
Polo,Polo,POL,2004,0,0,official
Polo,Polo,POL,2008,0,0,official
Polo,Polo,POL,2012,0,0,official
Polo,Polo,POL,2016,0,0,official
Polo,Polo,POL,2020,0,0,official
Polo,Polo,POL,2024,0,0,official
Rackets,Rackets,RQT,1896,0,0,official
Rackets,Rackets,RQT,1900,0,0,official
Rackets,Rackets,RQT,1904,0,0,official
Rackets,Rackets,RQT,1908,0,0,official
Rackets,Rackets,RQT,1912,0,0,official
Rackets,Rackets,RQT,1920,0,0,official
Rackets,Rackets,RQT,1924,0,0,official
Rackets,Rackets,RQT,1928,0,0,official
Rackets,Rackets,RQT,1932,0,0,official
Rackets,Rackets,RQT,1936,0,0,official
Rackets,Rackets,RQT,1948,0,0,official
Rackets,Rackets,RQT,1952,0,0,official
Rackets,Rackets,RQT,1956,0,0,official
Rackets,Rackets,RQT,1960,0,0,official
Rackets,Rackets,RQT,1964,0,0,official
Rackets,Rackets,RQT,1968,0,0,official
Rackets,Rackets,RQT,1972,0,0,official
Rackets,Rackets,RQT,1976,0,0,official
Rackets,Rackets,RQT,1980,0,0,official
Rackets,Rackets,RQT,1984,0,0,official
Rackets,Rackets,RQT,1988,0,0,official
Rackets,Rackets,RQT,1992,0,0,official
Rackets,Rackets,RQT,1996,0,0,official
Rackets,Rackets,RQT,2000,0,0,official
Rackets,Rackets,RQT,2004,0,0,official
Rackets,Rackets,RQT,2008,0,0,official
Rackets,Rackets,RQT,2012,0,0,official
Rackets,Rackets,RQT,2016,0,0,official
Rackets,Rackets,RQT,2020,0,0,official
Rackets,Rackets,RQT,2024,0,0,official
Roque,Roque,??0,1896,1,0,official
Roque,Roque,??0,1900,0,0,official
Roque,Roque,??0,1904,0,0,official
Roque,Roque,??0,1908,0,0,official
Roque,Roque,??0,1912,0,0,official
Roque,Roque,??0,1920,0,0,official
Roque,Roque,??0,1924,0,0,official
Roque,Roque,??0,1928,0,0,official
Roque,Roque,??0,1932,0,0,official
Roque,Roque,??0,1936,0,0,official
Roque,Roque,??0,1948,0,0,official
Roque,Roque,??0,1952,0,0,official
Roque,Roque,??0,1956,0,0,official
Roque,Roque,??0,1960,0,0,official
Roque,Roque,??0,1964,0,0,official
Roque,Roque,??0,1968,0,0,official
Roque,Roque,??0,1972,0,0,official
Roque,Roque,??0,1976,0,0,official
Roque,Roque,??0,1980,0,0,official
Roque,Roque,??0,1984,0,0,official
Roque,Roque,??0,1988,0,0,official
Roque,Roque,??0,1992,0,0,official
Roque,Roque,??0,1996,0,0,official
Roque,Roque,??0,2000,0,0,official
Roque,Roque,??0,2004,0,0,official
Roque,Roque,??0,2008,0,0,official
Roque,Roque,??0,2012,0,0,official
Roque,Roque,??0,2016,0,0,official
Roque,Roque,??0,2020,0,0,official
Roque,Roque,??0,2024,0,0,official
Rowing,Coastal,ROC,1896,0,0,official
Rowing,Coastal,ROC,1900,0,0,official
Rowing,Coastal,ROC,1904,0,0,official
Rowing,Coastal,ROC,1908,0,0,official
Rowing,Coastal,ROC,1912,0,0,official
Rowing,Coastal,ROC,1920,0,0,official
Rowing,Coastal,ROC,1924,0,0,official
Rowing,Coastal,ROC,1928,0,0,official
Rowing,Coastal,ROC,1932,0,0,official
Rowing,Coastal,ROC,1936,0,0,official
Rowing,Coastal,ROC,1948,0,0,official
Rowing,Coastal,ROC,1952,0,0,official
Rowing,Coastal,ROC,1956,0,0,official
Rowing,Coastal,ROC,1960,0,0,official
Rowing,Coastal,ROC,1964,0,0,official
Rowing,Coastal,ROC,1968,0,0,official
Rowing,Coastal,ROC,1972,0,0,official
Rowing,Coastal,ROC,1976,0,0,official
Rowing,Coastal,ROC,1980,0,0,official
Rowing,Coastal,ROC,1984,0,0,official
Rowing,Coastal,ROC,1988,0,0,official
Rowing,Coastal,ROC,1992,0,0,official
Rowing,Coastal,ROC,1996,0,0,official
Rowing,Coastal,ROC,2000,0,0,official
Rowing,Coastal,ROC,2004,0,0,official
Rowing,Coastal,ROC,2008,0,0,official
Rowing,Coastal,ROC,2012,0,0,official
Rowing,Coastal,ROC,2016,0,0,official
Rowing,Coastal,ROC,2020,0,0,official
Rowing,Coastal,ROC,2024,0,0,official
Rowing,Rowing,ROW,1896,0,0,cancelled_weather
Rowing,Rowing,ROW,1900,5,0,official
Rowing,Rowing,ROW,1904,5,0,official
Rowing,Rowing,ROW,1908,4,0,official
Rowing,Rowing,ROW,1912,4,0,official
Rowing,Rowing,ROW,1920,5,0,official
Rowing,Rowing,ROW,1924,7,0,official
Rowing,Rowing,ROW,1928,7,0,official
Rowing,Rowing,ROW,1932,7,0,official
Rowing,Rowing,ROW,1936,7,0,official
Rowing,Rowing,ROW,1948,7,0,official
Rowing,Rowing,ROW,1952,7,0,official
Rowing,Rowing,ROW,1956,7,0,official
Rowing,Rowing,ROW,1960,7,0,official
Rowing,Rowing,ROW,1964,7,0,official
Rowing,Rowing,ROW,1968,7,0,official
Rowing,Rowing,ROW,1972,7,0,official
Rowing,Rowing,ROW,1976,14,0,official
Rowing,Rowing,ROW,1980,14,0,official
Rowing,Rowing,ROW,1984,14,0,official
Rowing,Rowing,ROW,1988,14,0,official
Rowing,Rowing,ROW,1992,14,0,official
Rowing,Rowing,ROW,1996,14,0,official
Rowing,Rowing,ROW,2000,14,0,official
Rowing,Rowing,ROW,2004,14,0,official
Rowing,Rowing,ROW,2008,14,0,official
Rowing,Rowing,ROW,2012,14,0,official
Rowing,Rowing,ROW,2016,14,0,official
Rowing,Rowing,ROW,2020,14,0,official
Rowing,Rowing,ROW,2024,14,0,official
Rugby,Sevens,RU7,1896,0,0,official
Rugby,Sevens,RU7,1900,0,0,official
Rugby,Sevens,RU7,1904,0,0,official
Rugby,Sevens,RU7,1908,0,0,official
Rugby,Sevens,RU7,1912,0,0,official
Rugby,Sevens,RU7,1920,0,0,official
Rugby,Sevens,RU7,1924,0,0,official
Rugby,Sevens,RU7,1928,0,0,official
Rugby,Sevens,RU7,1932,0,0,official
Rugby,Sevens,RU7,1936,0,0,official
Rugby,Sevens,RU7,1948,0,0,official
Rugby,Sevens,RU7,1952,0,0,official
Rugby,Sevens,RU7,1956,0,0,official
Rugby,Sevens,RU7,1960,0,0,official
Rugby,Sevens,RU7,1964,0,0,official
Rugby,Sevens,RU7,1968,0,0,official
Rugby,Sevens,RU7,1972,0,0,official
Rugby,Sevens,RU7,1976,0,0,official
Rugby,Sevens,RU7,1980,0,0,official
Rugby,Sevens,RU7,1984,0,0,official
Rugby,Sevens,RU7,1988,0,0,official
Rugby,Sevens,RU7,1992,0,0,official
Rugby,Sevens,RU7,1996,0,0,official
Rugby,Sevens,RU7,2000,0,0,official
Rugby,Sevens,RU7,2004,0,0,official
Rugby,Sevens,RU7,2008,0,0,official
Rugby,Sevens,RU7,2012,0,0,official
Rugby,Sevens,RU7,2016,2,0,official
Rugby,Sevens,RU7,2020,2,0,official
Rugby,Sevens,RU7,2024,2,0,official
Rugby,Union,RUG,1896,0,0,official
Rugby,Union,RUG,1900,1,0,official
Rugby,Union,RUG,1904,0,0,official
Rugby,Union,RUG,1908,1,0,official
Rugby,Union,RUG,1912,0,0,official
Rugby,Union,RUG,1920,1,0,official
Rugby,Union,RUG,1924,1,0,official
Rugby,Union,RUG,1928,0,0,official
Rugby,Union,RUG,1932,0,0,official
Rugby,Union,RUG,1936,0,0,official
Rugby,Union,RUG,1948,0,0,official
Rugby,Union,RUG,1952,0,0,official
Rugby,Union,RUG,1956,0,0,official
Rugby,Union,RUG,1960,0,0,official
Rugby,Union,RUG,1964,0,0,official
Rugby,Union,RUG,1968,0,0,official
Rugby,Union,RUG,1972,0,0,official
Rugby,Union,RUG,1976,0,0,official
Rugby,Union,RUG,1980,0,0,official
Rugby,Union,RUG,1984,0,0,official
Rugby,Union,RUG,1988,0,0,official
Rugby,Union,RUG,1992,0,0,official
Rugby,Union,RUG,1996,0,0,official
Rugby,Union,RUG,2000,0,0,official
Rugby,Union,RUG,2004,0,0,official
Rugby,Union,RUG,2008,0,0,official
Rugby,Union,RUG,2012,0,0,official
Rugby,Union,RUG,2016,0,0,official
Rugby,Union,RUG,2020,0,0,official
Rugby,Union,RUG,2024,0,0,official
Sailing,Sailing,SAL,1896,0,0,cancelled_weather
Sailing,Sailing,SAL,1900,13,0,official
Sailing,Sailing,SAL,1904,0,0,official
Sailing,Sailing,SAL,1908,4,0,official
Sailing,Sailing,SAL,1912,4,0,official
Sailing,Sailing,SAL,1920,14,0,official
Sailing,Sailing,SAL,1924,3,0,official
Sailing,Sailing,SAL,1928,3,0,official
Sailing,Sailing,SAL,1932,4,0,official
Sailing,Sailing,SAL,1936,4,0,official
Sailing,Sailing,SAL,1948,5,0,official
Sailing,Sailing,SAL,1952,5,0,official
Sailing,Sailing,SAL,1956,5,0,official
Sailing,Sailing,SAL,1960,5,0,official
Sailing,Sailing,SAL,1964,5,0,official
Sailing,Sailing,SAL,1968,5,0,official
Sailing,Sailing,SAL,1972,6,0,official
Sailing,Sailing,SAL,1976,6,0,official
Sailing,Sailing,SAL,1980,6,0,official
Sailing,Sailing,SAL,1984,7,0,official
Sailing,Sailing,SAL,1988,8,0,official
Sailing,Sailing,SAL,1992,10,0,official
Sailing,Sailing,SAL,1996,10,0,official
Sailing,Sailing,SAL,2000,11,0,official
Sailing,Sailing,SAL,2004,11,0,official
Sailing,Sailing,SAL,2008,11,0,official
Sailing,Sailing,SAL,2012,10,0,official
Sailing,Sailing,SAL,2016,10,0,official
Sailing,Sailing,SAL,2020,10,0,official
Sailing,Sailing,SAL,2024,10,0,official
Shooting,Shooting,SHO,1896,5,0,official
Shooting,Shooting,SHO,1900,8,0,official
Shooting,Shooting,SHO,1904,0,0,official
Shooting,Shooting,SHO,1908,15,0,official
Shooting,Shooting,SHO,1912,18,0,official
Shooting,Shooting,SHO,1920,21,0,official
Shooting,Shooting,SHO,1924,10,0,official
Shooting,Shooting,SHO,1928,0,0,official
Shooting,Shooting,SHO,1932,2,0,official
Shooting,Shooting,SHO,1936,3,0,official
Shooting,Shooting,SHO,1948,4,0,official
Shooting,Shooting,SHO,1952,7,0,official
Shooting,Shooting,SHO,1956,7,0,official
Shooting,Shooting,SHO,1960,6,0,official
Shooting,Shooting,SHO,1964,6,0,official
Shooting,Shooting,SHO,1968,7,0,official
Shooting,Shooting,SHO,1972,8,0,official
Shooting,Shooting,SHO,1976,7,0,official
Shooting,Shooting,SHO,1980,7,0,official
Shooting,Shooting,SHO,1984,11,0,official
Shooting,Shooting,SHO,1988,13,0,official
Shooting,Shooting,SHO,1992,13,0,official
Shooting,Shooting,SHO,1996,15,0,official
Shooting,Shooting,SHO,2000,17,0,official
Shooting,Shooting,SHO,2004,17,0,official
Shooting,Shooting,SHO,2008,15,0,official
Shooting,Shooting,SHO,2012,15,0,official
Shooting,Shooting,SHO,2016,15,0,official
Shooting,Shooting,SHO,2020,15,0,official
Shooting,Shooting,SHO,2024,15,0,official
Skateboarding,Skateboarding,SKB,1896,0,0,official
Skateboarding,Skateboarding,SKB,1900,0,0,official
Skateboarding,Skateboarding,SKB,1904,0,0,official
Skateboarding,Skateboarding,SKB,1908,0,0,official
Skateboarding,Skateboarding,SKB,1912,0,0,official
Skateboarding,Skateboarding,SKB,1920,0,0,official
Skateboarding,Skateboarding,SKB,1924,0,0,official
Skateboarding,Skateboarding,SKB,1928,0,0,official
Skateboarding,Skateboarding,SKB,1932,0,0,official
Skateboarding,Skateboarding,SKB,1936,0,0,official
Skateboarding,Skateboarding,SKB,1948,0,0,official
Skateboarding,Skateboarding,SKB,1952,0,0,official
Skateboarding,Skateboarding,SKB,1956,0,0,official
Skateboarding,Skateboarding,SKB,1960,0,0,official
Skateboarding,Skateboarding,SKB,1964,0,0,official
Skateboarding,Skateboarding,SKB,1968,0,0,official
Skateboarding,Skateboarding,SKB,1972,0,0,official
Skateboarding,Skateboarding,SKB,1976,0,0,official
Skateboarding,Skateboarding,SKB,1980,0,0,official
Skateboarding,Skateboarding,SKB,1984,0,0,official
Skateboarding,Skateboarding,SKB,1988,0,0,official
Skateboarding,Skateboarding,SKB,1992,0,0,official
Skateboarding,Skateboarding,SKB,1996,0,0,official
Skateboarding,Skateboarding,SKB,2000,0,0,official
Skateboarding,Skateboarding,SKB,2004,0,0,official
Skateboarding,Skateboarding,SKB,2008,0,0,official
Skateboarding,Skateboarding,SKB,2012,0,0,official
Skateboarding,Skateboarding,SKB,2016,0,0,official
Skateboarding,Skateboarding,SKB,2020,4,0,official
Skateboarding,Skateboarding,SKB,2024,4,0,official
Skating,Figure,FSK,1896,0,0,official
Skating,Figure,FSK,1900,0,0,official
Skating,Figure,FSK,1904,0,0,official
Skating,Figure,FSK,1908,4,0,official
Skating,Figure,FSK,1912,0,0,official
Skating,Figure,FSK,1920,3,0,official
Skating,Figure,FSK,1924,0,0,winter_transfer
Skating,Figure,FSK,1928,0,0,official
Skating,Figure,FSK,1932,0,0,official
Skating,Figure,FSK,1936,0,0,official
Skating,Figure,FSK,1948,0,0,official
Skating,Figure,FSK,1952,0,0,official
Skating,Figure,FSK,1956,0,0,official
Skating,Figure,FSK,1960,0,0,official
Skating,Figure,FSK,1964,0,0,official
Skating,Figure,FSK,1968,0,0,official
Skating,Figure,FSK,1972,0,0,official
Skating,Figure,FSK,1976,0,0,official
Skating,Figure,FSK,1980,0,0,official
Skating,Figure,FSK,1984,0,0,official
Skating,Figure,FSK,1988,0,0,official
Skating,Figure,FSK,1992,0,0,official
Skating,Figure,FSK,1996,0,0,official
Skating,Figure,FSK,2000,0,0,official
Skating,Figure,FSK,2004,0,0,official
Skating,Figure,FSK,2008,0,0,official
Skating,Figure,FSK,2012,0,0,official
Skating,Figure,FSK,2016,0,0,official
Skating,Figure,FSK,2020,0,0,official
Skating,Figure,FSK,2024,0,0,official
Sport Climbing,Sport Climbing,CLB,1896,0,0,official
Sport Climbing,Sport Climbing,CLB,1900,0,0,official
Sport Climbing,Sport Climbing,CLB,1904,0,0,official
Sport Climbing,Sport Climbing,CLB,1908,0,0,official
Sport Climbing,Sport Climbing,CLB,1912,0,0,official
Sport Climbing,Sport Climbing,CLB,1920,0,0,official
Sport Climbing,Sport Climbing,CLB,1924,0,0,official
Sport Climbing,Sport Climbing,CLB,1928,0,0,official
Sport Climbing,Sport Climbing,CLB,1932,0,0,official
Sport Climbing,Sport Climbing,CLB,1936,0,0,official
Sport Climbing,Sport Climbing,CLB,1948,0,0,official
Sport Climbing,Sport Climbing,CLB,1952,0,0,official
Sport Climbing,Sport Climbing,CLB,1956,0,0,official
Sport Climbing,Sport Climbing,CLB,1960,0,0,official
Sport Climbing,Sport Climbing,CLB,1964,0,0,official
Sport Climbing,Sport Climbing,CLB,1968,0,0,official
Sport Climbing,Sport Climbing,CLB,1972,0,0,official
Sport Climbing,Sport Climbing,CLB,1976,0,0,official
Sport Climbing,Sport Climbing,CLB,1980,0,0,official
Sport Climbing,Sport Climbing,CLB,1984,0,0,official
Sport Climbing,Sport Climbing,CLB,1988,0,0,official
Sport Climbing,Sport Climbing,CLB,1992,0,0,official
Sport Climbing,Sport Climbing,CLB,1996,0,0,official
Sport Climbing,Sport Climbing,CLB,2000,0,0,official
Sport Climbing,Sport Climbing,CLB,2004,0,0,official
Sport Climbing,Sport Climbing,CLB,2008,0,0,official
Sport Climbing,Sport Climbing,CLB,2012,0,0,official
Sport Climbing,Sport Climbing,CLB,2016,0,0,official
Sport Climbing,Sport Climbing,CLB,2020,2,0,official
Sport Climbing,Sport Climbing,CLB,2024,4,0,official
Squash,Squash,SQU,1896,0,0,official
Squash,Squash,SQU,1900,0,0,official
Squash,Squash,SQU,1904,0,0,official
Squash,Squash,SQU,1908,0,0,official
Squash,Squash,SQU,1912,0,0,official
Squash,Squash,SQU,1920,0,0,official
Squash,Squash,SQU,1924,0,0,official
Squash,Squash,SQU,1928,0,0,official
Squash,Squash,SQU,1932,0,0,official
Squash,Squash,SQU,1936,0,0,official
Squash,Squash,SQU,1948,0,0,official
Squash,Squash,SQU,1952,0,0,official
Squash,Squash,SQU,1956,0,0,official
Squash,Squash,SQU,1960,0,0,official
Squash,Squash,SQU,1964,0,0,official
Squash,Squash,SQU,1968,0,0,official
Squash,Squash,SQU,1972,0,0,official
