athlete_Sport,athlete_keyword,programs_Sport,programs_Discipline,Code,match_method
Swimming,men's 4 x 200m freestyle relay,Aquatics,Swimming,SWM,sub_sport
Swimming,women's 200m individual medley,Aquatics,Swimming,SWM,sub_sport
Swimming,mixed 4 x 100m medley relay,Aquatics,Swimming,SWM,sub_sport
Swimming,men's 4 x 100m freestyle relay,Aquatics,Swimming,SWM,sub_sport
Table Tennis,mixed doubles,Table Tennis,Table Tennis,TTE,single_disc
Beach Volleyball,men,Volleyball,Beach,VBV,sub_sport
Beach Volleyball,women,Volleyball,Beach,VBV,sub_sport
Weightlifting,women's 81kg,Weightlifting,Weightlifting,WLF,single_disc
Water Polo,women,Aquatics,Water Polo,WPO,sub_sport
Water Polo,men,Aquatics,Water Polo,WPO,sub_sport
Artistic Swimming,duet,Aquatics,Artistic Swimming,SWA,sub_sport
Shooting,skeet mixed team,Shooting,Shooting,SHO,single_disc
Swimming,"swimming men's 4,000 metres freestyle",Aquatics,Swimming,SWM,sub_sport
Swimming,swimming men's underwater swimming,Aquatics,Swimming,SWM,sub_sport
Art Competitions,"art competitions mixed architecture, unknown event",,EXCLUDED,,excluded
Wrestling,"wrestling men's middleweight b, greco-roman",Wrestling,Greco-Roman,WRG,keyword
Shooting,"shooting men's trap, team",Shooting,Shooting,SHO,single_disc
Art Competitions,"art competitions mixed sculpturing, statues",,EXCLUDED,,excluded
Shooting,"shooting men's dueling pistol, 30 metres",Shooting,Shooting,SHO,single_disc
Art Competitions,"art competitions mixed sculpturing, unknown event",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed painting, paintings",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed literature, epic works",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed painting, drawings and water colors",,EXCLUDED,,excluded
Rowing,"rowing men's coxed fours, outriggers",Rowing,Rowing,ROW,default
Equestrianism,equestrianism mixed four-in-hand competition,Equestrian,Jumping,EJP,default
Canoeing,"canoeing men's folding kayak doubles, 10 kilometres",Canoeing,Sprint,CSP,default
Shooting,"shooting men's military rifle, three positions, 300 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, any position, 600 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's running target, single shot",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's running target, single shot, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's running target, double shot",Shooting,Shooting,SHO,single_disc
Art Competitions,"art competitions mixed music, unknown event",,EXCLUDED,,excluded
Gymnastics,gymnastics women's team portable apparatus,Gymnastics,Artistic,GAR,default
Wrestling,"wrestling women's heavyweight, freestyle",Wrestling,Freestyle,WRF,keyword
Art Competitions,"art competitions mixed sculpturing, medals and reliefs",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed sculpturing, medals and plaques",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed architecture, architectural designs",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed architecture, designs for town planning",,EXCLUDED,,excluded
Art Competitions,"art competitions mixed painting, applied arts",,EXCLUDED,,excluded
Canoeing,"canoeing men's folding kayak singles, 10 kilometres",Canoeing,Sprint,CSP,default
Art Competitions,"art competitions mixed literature, lyric works",,EXCLUDED,,excluded
Wrestling,"wrestling men's middleweight a, greco-roman",Wrestling,Greco-Roman,WRG,keyword
Art Competitions,"art competitions mixed painting, graphic arts",,EXCLUDED,,excluded
Gymnastics,"gymnastics men's individual all-around, field sports",Gymnastics,Artistic,GAR,default
Gymnastics,"gymnastics men's individual all-around, apparatus work",Gymnastics,Artistic,GAR,default
Art Competitions,"art competitions mixed literature, unknown event",,EXCLUDED,,excluded
Equestrianism,equestrianism mixed hacks and hunter combined,Equestrian,Jumping,EJP,default
Equestrianism,equestrianism mixed long jump,Equestrian,Jumping,EJP,default
Equestrianism,equestrianism mixed high jump,Equestrian,Jumping,EJP,default
Fencing,"fencing men's sabre, masters, individual",Fencing,Fencing,FEN,single_disc
Swimming,swimming men's 500 metres freestyle,Aquatics,Swimming,SWM,sub_sport
Swimming,"swimming men's 1,200 metres freestyle",Aquatics,Swimming,SWM,sub_sport
Athletics,"athletics men's cross-country, individual",Athletics,Athletics,ATH,single_disc
Athletics,"athletics men's discus throw, both hands",Athletics,Athletics,ATH,single_disc
Cycling,cycling men's 333 metres time trial,Cycling,Track,CTR,keyword
Cycling,"cycling men's 10,000 metres",Cycling,Track,CTR,keyword
Cycling,cycling men's 100 kilometres,Cycling,Track,CTR,default
Cycling,cycling men's 12-hours race,Cycling,Track,CTR,keyword
Swimming,"swimming men's 1,000 metres freestyle",Aquatics,Swimming,SWM,sub_sport
Athletics,"athletics men's 2,500 metres steeplechase",Athletics,Athletics,ATH,single_disc
Judo,women -78 kg,Judo,Judo,JUD,single_disc
Karate,women's kumite -55kg,Karate,Karate,KTE,single_disc
Badminton,men's singles,Badminton,Badminton,BDM,single_disc
"Marathon Swimming, Swimming",men's 10km,Aquatics,Marathon Swimming,OWS,sub_sport
"Marathon Swimming, Swimming",men's 200m freestyle,Aquatics,Marathon Swimming,OWS,sub_sport
"Marathon Swimming, Swimming",men's 400m freestyle,Aquatics,Marathon Swimming,OWS,sub_sport
"Marathon Swimming, Swimming",men's 800m freestyle,Aquatics,Marathon Swimming,OWS,sub_sport
Judo,mixed team,Judo,Judo,JUD,single_disc
Judo,men -100 kg,Judo,Judo,JUD,single_disc
Rhythmic Gymnastics,rhythmic gymnastics women's group,Gymnastics,Rhythmic,GRY,sub_sport
Wrestling,"wrestling women's lightweight, freestyle",Wrestling,Freestyle,WRF,keyword
Wrestling,"wrestling women's featherweight, freestyle",Wrestling,Freestyle,WRF,keyword
Wrestling,"wrestling men's light-flyweight, greco-roman",Wrestling,Greco-Roman,WRG,keyword
Wrestling,"wrestling women's middleweight, freestyle",Wrestling,Freestyle,WRF,keyword
Taekwondo,women -67kg,Taekwondo,Taekwondo,TKW,single_disc
Karate,men's kumite -67kg,Karate,Karate,KTE,single_disc
Wrestling,women's freestyle 68kg,Wrestling,Freestyle,WRF,keyword
Judo,men -90 kg,Judo,Judo,JUD,single_disc
Wrestling,men's greco-roman 130kg,Wrestling,Greco-Roman,WRG,keyword
Boxing,men's 92kg,Boxing,Boxing,BOX,single_disc
Athletics,4 x 400m relay mixed,Athletics,Athletics,ATH,single_disc
Athletics,women's triple jump,Athletics,Athletics,ATH,single_disc
Shooting,"shooting men's free pistol, 50 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free rifle, three positions, 300 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, prone, 300 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, prone, 600 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, standing, 300 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, 300 metres and 600 metres, prone, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free rifle, prone, 600 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free rifle, 400, 600 and 800 metres, team",Shooting,Shooting,SHO,single_disc
Archery,"archery men's target archery, 28 metres, team",Archery,Archery,ARC,single_disc
Archery,"archery men's target archery, 33 metres, team",Archery,Archery,ARC,single_disc
Archery,"archery men's target archery, 50 metres, team",Archery,Archery,ARC,single_disc
Shooting,"shooting men's small-bore rifle, standing, 50 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's small bore-rifle, standing, 50 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military pistol, team",Shooting,Shooting,SHO,single_disc
Gymnastics,"gymnastics men's team all-around, swedish system",Gymnastics,Artistic,GAR,default
Athletics,"athletics men's 3,000 metres, team",Athletics,Athletics,ATH,single_disc
Shooting,"shooting men's free rifle, kneeling, 300 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free rifle, prone, 300 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free rifle, standing, 300 metres",Shooting,Shooting,SHO,single_disc
Art Competitions,art competitions mixed literature,,EXCLUDED,,excluded
Equestrianism,"equestrianism men's vaulting, individual",Equestrian,Vaulting,EVL,keyword
Equestrianism,"equestrianism men's vaulting, team",Equestrian,Vaulting,EVL,keyword
Tug-Of-War,tug-of-war men's tug-of-war,Tug of War,Tug of War,TOW,single_disc
Archery,"archery men's pole archery, small birds, individual",Archery,Archery,ARC,single_disc
Archery,"archery men's pole archery, large birds, individual",Archery,Archery,ARC,single_disc
Archery,"archery men's pole archery, small birds, team",Archery,Archery,ARC,single_disc
Archery,"archery men's pole archery, large birds, team",Archery,Archery,ARC,single_disc
Cycling,"cycling men's 5,000 metres",Cycling,Track,CTR,keyword
Cycling,cycling men's 20 kilometres,Cycling,Track,CTR,keyword
Art Competitions,art competitions mixed sculpturing,,EXCLUDED,,excluded
Art Competitions,art competitions mixed architecture,,EXCLUDED,,excluded
Art Competitions,"art competitions mixed sculpturing, medals",,EXCLUDED,,excluded
Ice Hockey,ice hockey men's ice hockey,,EXCLUDED,,excluded
Fencing,"fencing men's foil, masters, individual",Fencing,Fencing,FEN,single_disc
Archery,archery men's sur la perche a la herse,Archery,Archery,ARC,single_disc
Athletics,athletics men's standing long jump,Athletics,Athletics,ATH,single_disc
Art Competitions,art competitions mixed painting,,EXCLUDED,,excluded
Shooting,"shooting men's free pistol, 50 yards",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free pistol, 50 yards, team",Shooting,Shooting,SHO,single_disc
Archery,archery men's sur la perche a la pyramide,Archery,Archery,ARC,single_disc
Shooting,shooting men's unknown event,Shooting,Shooting,SHO,single_disc
Figure Skating,figure skating mixed pairs,,EXCLUDED,,excluded
Shooting,"shooting men's military rifle, standing, 300 metres",Shooting,Shooting,SHO,single_disc
Athletics,"athletics men's cross-country, team",Athletics,Athletics,ATH,single_disc
Art Competitions,"art competitions mixed music, instrumental and chamber",,EXCLUDED,,excluded
Archery,"archery men's au chapelet, 33 metres",Archery,Archery,ARC,single_disc
Archery,"archery men's au chapelet, 50 metres",Archery,Archery,ARC,single_disc
Archery,"archery men's au cordon dore, 33 metres",Archery,Archery,ARC,single_disc
Archery,"archery men's au cordon dore, 50 metres",Archery,Archery,ARC,single_disc
Archery,archery men's championnat du monde,Archery,Archery,ARC,single_disc
Archery,"archery men's target archery, 28 metres, individual",Archery,Archery,ARC,single_disc
Archery,"archery men's target archery, 33 metres, individual",Archery,Archery,ARC,single_disc
Archery,"archery men's target archery, 50 metres, individual",Archery,Archery,ARC,single_disc
Art Competitions,"art competitions mixed music, compositions for orchestra",,EXCLUDED,,excluded
Taekwondo,men -68kg,Taekwondo,Taekwondo,TKW,single_disc
3x3 Basketball,men team,Basketball,3x3,BK3,sub_sport
Athletics,4 x 400m relay mixed team,Athletics,Athletics,ATH,single_disc
Athletics,men's 4 x 400m relay team,Athletics,Athletics,ATH,single_disc
Athletics,women's 4 x 400m relay,Athletics,Athletics,ATH,single_disc
Weightlifting,women's 49kg,Weightlifting,Weightlifting,WLF,single_disc
Athletics,men's 4 x 400m relay,Athletics,Athletics,ATH,single_disc
"Cycling Road, Cycling Track",women's road race,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",women's individual time trial,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",women's omnium,Cycling,Road,CRD,sub_sport
Fencing,men's épée individual,Fencing,Fencing,FEN,single_disc
Canoeing,"canoeing men's canadian doubles, 500 metres",Canoeing,Sprint,CSP,default
Athletics,women's shot put,Athletics,Athletics,ATH,single_disc
Archery,women's team,Archery,Archery,ARC,single_disc
Wrestling,women's freestyle 53kg,Wrestling,Freestyle,WRF,keyword
Wrestling,women's freestyle 76kg,Wrestling,Freestyle,WRF,keyword
Weightlifting,women's 76kg,Weightlifting,Weightlifting,WLF,single_disc
Weightlifting,men's 96kg,Weightlifting,Weightlifting,WLF,single_disc
Athletics,"athletics men's javelin throw, freestyle",Athletics,Athletics,ATH,single_disc
Athletics,"athletics men's discus throw, greek style",Athletics,Athletics,ATH,single_disc
Fencing,"fencing women's epee, team",Fencing,Fencing,FEN,single_disc
Weightlifting,weightlifting women's flyweight,Weightlifting,Weightlifting,WLF,single_disc
Boxing,boxing women's flyweight,Boxing,Boxing,BOX,single_disc
Shooting,"shooting men's military pistol, 30 metres",Shooting,Shooting,SHO,single_disc
Wrestling,"wrestling women's light-heavyweight, freestyle",Wrestling,Freestyle,WRF,keyword
Weightlifting,women's 87kg,Weightlifting,Weightlifting,WLF,single_disc
Athletics,women's 4 x 100m relay team,Athletics,Athletics,ATH,single_disc
Athletics,men's 4 x 100m relay team,Athletics,Athletics,ATH,single_disc
Artistic Gymnastics,men's team,Gymnastics,Artistic,GAR,sub_sport
Fencing,women's épée individual,Fencing,Fencing,FEN,single_disc
Canoe Sprint,men's canoe double 1000m team,Canoeing,Sprint,CSP,sub_sport
Wrestling,women's freestyle 62kg,Wrestling,Freestyle,WRF,keyword
"Marathon Swimming, Swimming",men's 4 x 200m freestyle relay,Aquatics,Marathon Swimming,OWS,sub_sport
Volleyball,women,Volleyball,Indoor,VVO,default
Rowing,rowing women's coxed quadruple sculls,Rowing,Rowing,ROW,default
Weightlifting,men's 61kg,Weightlifting,Weightlifting,WLF,single_disc
Lacrosse,lacrosse men's lacrosse,Lacrosse,Field,LAX,default
Cycling,"cycling men's team pursuit, 1,980 yards",Cycling,Track,CTR,keyword
Shooting,"shooting men's free rifle, 1,000 yards",Shooting,Shooting,SHO,single_disc
Athletics,"athletics men's 1,600 metres medley relay",Athletics,Athletics,ATH,single_disc
Fencing,"fencing women's sabre, team",Fencing,Fencing,FEN,single_disc
Shooting,"shooting men's military rifle, 200/500/600/800/900/1,000 yards, team",Shooting,Shooting,SHO,single_disc
Athletics,athletics men's 56-pound weight throw,Athletics,Athletics,ATH,single_disc
Athletics,"athletics men's 3,200 metres steeplechase",Athletics,Athletics,ATH,single_disc
Athletics,"athletics men's 4,000 metres steeplechase",Athletics,Athletics,ATH,single_disc
Art Competitions,"art competitions mixed music, vocals",,EXCLUDED,,excluded
Diving,women's synchronised 3m springboard team,Aquatics,Diving,DIV,sub_sport
Diving,women's synchronised 10m platform team,Aquatics,Diving,DIV,sub_sport
Fencing,men's foil team,Fencing,Fencing,FEN,single_disc
Boxing,women's welter (64-69kg),Boxing,Boxing,BOX,single_disc
Karate,men's kumite +75kg,Karate,Karate,KTE,single_disc
Fencing,women's foil team,Fencing,Fencing,FEN,single_disc
Badminton,men's doubles team,Badminton,Badminton,BDM,single_disc
Weightlifting,women's 55kg,Weightlifting,Weightlifting,WLF,single_disc
Diving,men's synchronised 10m platform team,Aquatics,Diving,DIV,sub_sport
Taekwondo,women -49kg,Taekwondo,Taekwondo,TKW,single_disc
Badminton,men's doubles,Badminton,Badminton,BDM,single_disc
Diving,women's synchronised 10m platform,Aquatics,Diving,DIV,sub_sport
Canoe Sprint,women's canoe double 500m,Canoeing,Sprint,CSP,sub_sport
Cycling Track,women's team sprint,Cycling,Track,CTR,sub_sport
Fencing,men's sabre team,Fencing,Fencing,FEN,single_disc
Cycling Track,women's team sprint team,Cycling,Track,CTR,sub_sport
Weightlifting,men's 67kg,Weightlifting,Weightlifting,WLF,single_disc
Fencing,men's épée team,Fencing,Fencing,FEN,single_disc
Fencing,women's épée team,Fencing,Fencing,FEN,single_disc
Rowing,men's double sculls team,Rowing,Rowing,ROW,default
3x3 Basketball,women team,Basketball,3x3,BK3,sub_sport
Diving,men's synchronised 3m springboard team,Aquatics,Diving,DIV,sub_sport
Karate,women's kumite -61kg,Karate,Karate,KTE,single_disc
Diving,men's synchronised 3m springboard,Aquatics,Diving,DIV,sub_sport
3x3 Basketball,men,Basketball,3x3,BK3,sub_sport
Sport Climbing,men's speed,Sport Climbing,Sport Climbing,CLB,single_disc
Sport Climbing,women's speed,Sport Climbing,Sport Climbing,CLB,single_disc
Weightlifting,women's +81kg,Weightlifting,Weightlifting,WLF,single_disc
Rowing,men's double sculls,Rowing,Rowing,ROW,default
Fencing,"fencing men's epee, masters and amateurs, individual",Fencing,Fencing,FEN,single_disc
Shooting,"shooting mixed free rifle, three positions, 300 metres",Shooting,Shooting,SHO,single_disc
Gymnastics,"gymnastics men's team all-around, free system",Gymnastics,Artistic,GAR,default
Rowing,"rowing men's coxed fours, inriggers",Rowing,Rowing,ROW,default
Shooting,"shooting men's military rifle, prone, 300 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, 200, 400, 500 and 600 metres, team",Shooting,Shooting,SHO,single_disc
Tennis,"tennis mixed doubles, covered courts",Tennis,Tennis,TEN,single_disc
Tennis,"tennis women's singles, covered courts",Tennis,Tennis,TEN,single_disc
Shooting,"shooting men's small-bore rifle, prone, 50 metres, team",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's small-bore rifle, any position, 50 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's small-bore rifle, disappearing target, 25 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military rifle, prone, 600 metres",Shooting,Shooting,SHO,single_disc
Weightlifting,"weightlifting men's unlimited, one hand",Weightlifting,Weightlifting,WLF,single_disc
Weightlifting,"weightlifting men's unlimited, two hands",Weightlifting,Weightlifting,WLF,single_disc
Gymnastics,gymnastics men's rope climbing,Gymnastics,Artistic,GAR,default
Shooting,"shooting men's military rifle, 200 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's free pistol, 30 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's military pistol, 25 metres",Shooting,Shooting,SHO,single_disc
Shooting,"shooting men's muzzle-loading pistol, 25 metres",Shooting,Shooting,SHO,single_disc
"Cycling Road, Cycling Track",men's road race,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",men's madison,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",men's team pursuit,Cycling,Road,CRD,sub_sport
Baseball/Softball,baseball team,Baseball and Softball,Baseball,BSB,keyword
Karate,men's kata,Karate,Karate,KTE,single_disc
Basque Pelota,basque pelota men's two-man teams with cesta,Basque Pelota,Basque Pelota,PEL,single_disc
Karate,women's kata,Karate,Karate,KTE,single_disc
"Marathon Swimming, Swimming",men's 1500m freestyle,Aquatics,Marathon Swimming,OWS,sub_sport
Rowing,men's quadruple sculls,Rowing,Rowing,ROW,default
Athletics,"athletics men's shot put, both hands",Athletics,Athletics,ATH,single_disc
Sailing,sailing mixed 12 metres,Sailing,Sailing,SAL,single_disc
Shooting,"shooting men's running target, double shot, team",Shooting,Shooting,SHO,single_disc
Sailing,sailing mixed 10 metres,Sailing,Sailing,SAL,single_disc
Athletics,"athletics men's javelin throw, both hands",Athletics,Athletics,ATH,single_disc
Gymnastics,gymnastics men's side horse,Gymnastics,Artistic,GAR,default
Sailing,sailing mixed open,Sailing,Sailing,SAL,single_disc
Fencing,"fencing men's epee, masters, individual",Fencing,Fencing,FEN,single_disc
Cricket,cricket men's cricket,Cricket,Cricket,CKT,single_disc
Archery,archery men's continental style,Archery,Archery,ARC,single_disc
Sailing,sailing mixed 0.5-1 ton,Sailing,Sailing,SAL,single_disc
Croquet,"croquet mixed singles, one ball",Croquet,Croquet,CQT,single_disc
Croquet,croquet mixed doubles,Croquet,Croquet,CQT,single_disc
Cycling,cycling men's 25 kilometres,Cycling,Track,CTR,keyword
Sailing,sailing mixed 1-2 ton,Sailing,Sailing,SAL,single_disc
Archery,archery men's double york round,Archery,Archery,ARC,single_disc
Swimming,swimming men's 200 metres team swimming,Aquatics,Swimming,SWM,sub_sport
Sailing,sailing mixed 10-20 ton,Sailing,Sailing,SAL,single_disc
Croquet,"croquet mixed singles, two balls",Croquet,Croquet,CQT,single_disc
Sailing,sailing mixed 2-3 ton,Sailing,Sailing,SAL,single_disc
Shooting,"shooting men's small-bore rifle, 50 and 100 yards, team",Shooting,Shooting,SHO,single_disc
Athletics,"athletics men's 3 mile, team",Athletics,Athletics,ATH,single_disc
Sailing,sailing mixed 0-0.5 ton,Sailing,Sailing,SAL,single_disc
Art Competitions,"art competitions mixed music, compositions for solo or chorus",,EXCLUDED,,excluded
Athletics,athletics men's 200 metres hurdles,Athletics,Athletics,ATH,single_disc
Athletics,"athletics men's 4 mile, team",Athletics,Athletics,ATH,single_disc
Sailing,sailing mixed 20+ ton,Sailing,Sailing,SAL,single_disc
Shooting,"shooting men's dueling pistol, 30 metres, team",Shooting,Shooting,SHO,single_disc
Tennis,"tennis men's doubles, covered courts",Tennis,Tennis,TEN,single_disc
Sailing,sailing mixed 3-10 ton,Sailing,Sailing,SAL,single_disc
Sailing,sailing mixed 6.5 metres,Sailing,Sailing,SAL,single_disc
Art Competitions,"art competitions mixed literature, dramatic works",,EXCLUDED,,excluded
Motorboating,motorboating mixed a-class (open),,EXCLUDED,,excluded
"Cycling Road, Cycling Track",women's team pursuit,Cycling,Road,CRD,sub_sport
Archery,archery women's double national round,Archery,Archery,ARC,single_disc
Racquets,racquets men's singles,Rackets,Rackets,RQT,single_disc
Racquets,racquets men's doubles,Rackets,Rackets,RQT,single_disc
Jeu De Paume,jeu de paume men's singles,Jeu de Paume,Jeu de Paume,??0,single_disc
Sailing,sailing mixed 7 metres,Sailing,Sailing,SAL,single_disc
Figure Skating,figure skating men's special figures,,EXCLUDED,,excluded
Athletics,"athletics men's 2,590 metres steeplechase",Athletics,Athletics,ATH,single_disc
Wrestling,"wrestling men's unlimited class, greco-roman",Wrestling,Greco-Roman,WRG,keyword
Motorboating,motorboating mixed b-class (under 60 feet),,EXCLUDED,,excluded
Motorboating,motorboating mixed c-class,,EXCLUDED,,excluded
Art Competitions,"art competitions mixed sculpturing, reliefs",,EXCLUDED,,excluded
Figure Skating,figure skating women's singles,,EXCLUDED,,excluded
Sailing,sailing mixed 18 foot,Sailing,Sailing,SAL,single_disc
Athletics,athletics men's all-around championship,Athletics,Athletics,ATH,single_disc
Shooting,"shooting men's small-bore rifle, disappearing target, 25 metres, team",Shooting,Shooting,SHO,single_disc
"Cycling Road, Cycling Mountain Bike",men's road race,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Mountain Bike",men's cross-country,Cycling,Road,CRD,sub_sport
Gymnastics,"gymnastics men's parallel bars, teams",Gymnastics,Artistic,GAR,default
Gymnastics,"gymnastics men's horizontal bar, teams",Gymnastics,Artistic,GAR,default
Swimming,swimming men's 100 yard backstroke,Aquatics,Swimming,SWM,sub_sport
Swimming,swimming men's 440 yard breaststroke,Aquatics,Swimming,SWM,sub_sport
Weightlifting,weightlifting men's all-around dumbbell contest,Weightlifting,Weightlifting,WLF,single_disc
Alpinism,alpinism mixed alpinism,,EXCLUDED,,excluded
Athletics,athletics men's standing triple jump,Athletics,Athletics,ATH,single_disc
"Marathon Swimming, Swimming",women's 400m freestyle,Aquatics,Marathon Swimming,OWS,sub_sport
Swimming,swimming men's 100 metres freestyle for sailors,Aquatics,Swimming,SWM,sub_sport
Gymnastics,gymnastics men's tumbling,Gymnastics,Artistic,GAR,default
Swimming,swimming men's 50 yard freestyle,Aquatics,Swimming,SWM,sub_sport
Swimming,swimming men's 100 yard freestyle,Aquatics,Swimming,SWM,sub_sport
"Cycling Road, Cycling Mountain Bike",women's road race,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Mountain Bike",women's cross-country,Cycling,Road,CRD,sub_sport
Cycling,cycling men's 1/4 mile,Cycling,Track,CTR,keyword
"Cycling Road, Cycling Track",women's madison,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",men's omnium,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",men's individual time trial,Cycling,Road,CRD,sub_sport
Gymnastics,gymnastics men's club swinging,Gymnastics,Artistic,GAR,default
Sailing,sailing mixed 12 foot,Sailing,Sailing,SAL,single_disc
Archery,archery men's unknown event,Archery,Archery,ARC,single_disc
"Cycling Road, Cycling Track",women's keirin,Cycling,Road,CRD,sub_sport
"Cycling Road, Cycling Track",women's sprint,Cycling,Road,CRD,sub_sport
Aeronautics,aeronautics mixed aeronautics,,EXCLUDED,,excluded
Triathlon,mixed relay,Triathlon,Triathlon,TRI,single_disc
Sailing,sailing mixed 40 metres,Sailing,Sailing,SAL,single_disc
Sailing,sailing mixed 30 metres,Sailing,Sailing,SAL,single_disc
Swimming,swimming men's 4 x 50 yard freestyle relay,Aquatics,Swimming,SWM,sub_sport
Swimming,swimming men's plunge for distance,Aquatics,Swimming,SWM,sub_sport
Cycling,cycling men's 1/2 mile,Cycling,Track,CTR,keyword
Cycling,cycling men's 5 mile,Cycling,Track,CTR,keyword
Cycling,cycling men's 25 mile,Cycling,Track,CTR,keyword
Cycling,cycling men's 1/3 mile,Cycling,Track,CTR,keyword
Cycling,cycling men's 1 mile,Cycling,Track,CTR,keyword
Cycling,cycling men's 2 mile,Cycling,Track,CTR,keyword
Roque,roque men's singles,Roque,Roque,??0,single_disc
Archery,archery men's double american round,Archery,Archery,ARC,single_disc
Archery,archery men's team round,Archery,Archery,ARC,single_disc
Golf,golf men's team,Golf,Golf,GLF,single_disc
Archery,archery women's double columbia round,Archery,Archery,ARC,single_disc
Gymnastics,"gymnastics men's individual all-around, 4 events",Gymnastics,Artistic,GAR,default
Fencing,"fencing men's single sticks, individual",Fencing,Fencing,FEN,single_disc
Archery,archery women's team round,Archery,Archery,ARC,single_disc
"Cycling Road, Triathlon",women's individual time trial,Cycling,Road,CRD,sub_sport
"Cycling Road, Triathlon",women's individual,Cycling,Road,CRD,sub_sport
"Marathon Swimming, Swimming",women's 400m individual medley,Aquatics,Marathon Swimming,OWS,sub_sport
